StormID,StormName,PAGASA_Name,Timestamp,Latitude,Longitude,Pressure_hPa
5103,HOPE,,1951041512,8.6,149.3,1002
5103,HOPE,,1951041518,8.8,148.3,1000
5103,HOPE,,1951041600,9.2,147.2,1000
5103,HOPE,,1951041606,9.6,146.4,1000
5103,HOPE,,1951041612,10.2,145.5,1000
5103,HOPE,,1951041618,11.0,144.6,998
5103,HOPE,,1951041700,11.7,144.0,998
5103,HOPE,,1951041706,12.5,143.5,998
5103,HOPE,,1951041712,13.5,143.1,998
5103,HOPE,,1951041718,14.3,142.7,996
5103,HOPE,,1951041800,15.0,142.5,995
5103,HOPE,,1951041806,16.0,142.5,985
5103,HOPE,,1951041812,16.2,142.2,985
5103,HOPE,,1951041818,16.0,141.9,980
5103,HOPE,,1951041900,15.8,141.6,990
5103,HOPE,,1951041906,15.9,141.0,990
5103,HOPE,,1951041912,15.9,140.2,990
5103,HOPE,,1951041918,15.7,139.3,990
5103,HOPE,,1951042000,15.3,138.2,990
5103,HOPE,,1951042006,15.1,137.0,995
5103,HOPE,,1951042012,14.8,136.0,995
5103,HOPE,,1951042018,14.8,135.1,995
5103,HOPE,,1951042100,14.7,134.3,997
5103,HOPE,,1951042106,14.8,133.5,998
5103,HOPE,,1951042112,14.8,132.8,998
5103,HOPE,,1951042118,15.0,132.0,998
5103,HOPE,,1951042200,15.1,131.0,998
5103,HOPE,,1951042206,15.2,130.3,998
5103,HOPE,,1951042212,15.5,129.4,1000
5103,HOPE,,1951042218,15.6,128.7,1000
5103,HOPE,,1951042300,15.9,127.9,1004
5103,HOPE,,1951042306,16.2,127.2,1005
5103,HOPE,,1951042312,17.1,127.0,1008
5103,HOPE,,1951042318,18.0,127.0,1008
5104,IRIS,,1951042812,6.3,144.9,1008
5104,IRIS,,1951042818,6.3,144.5,1006
5104,IRIS,,1951042900,6.5,144.0,1003
5104,IRIS,,1951042906,6.6,143.5,1003
5104,IRIS,,1951042912,7.0,142.9,1002
5104,IRIS,,1951042918,7.6,142.4,1002
5104,IRIS,,1951043000,8.1,141.7,1000
5104,IRIS,,1951043006,8.1,140.7,998
5104,IRIS,,1951043012,8.1,139.7,996
5104,IRIS,,1951043018,8.5,138.7,994
5104,IRIS,,1951050100,8.9,137.8,992
5104,IRIS,,1951050106,9.0,136.8,987
5104,IRIS,,1951050112,9.2,135.8,987
5104,IRIS,,1951050118,9.6,135.1,987
5104,IRIS,,1951050200,10.2,134.4,986
5104,IRIS,,1951050206,10.5,134.1,984
5104,IRIS,,1951050212,10.8,133.6,982
5104,IRIS,,1951050218,11.0,132.9,970
5104,IRIS,,1951050300,11.0,132.2,926
5104,IRIS,,1951050306,10.9,131.9,912
5104,IRIS,,1951050312,10.8,131.2,909
5104,IRIS,,1951050318,11.4,130.4,909
5104,IRIS,,1951050400,12.2,129.3,910
5104,IRIS,,1951050406,11.9,127.8,909
5104,IRIS,,1951050412,11.5,126.8,912
5104,IRIS,,1951050418,11.5,125.6,919
5104,IRIS,,1951050500,11.9,124.8,930
5104,IRIS,,1951050506,12.5,124.0,941
5104,IRIS,,1951050512,13.0,123.4,952
5104,IRIS,,1951050518,13.6,122.7,964
5104,IRIS,,1951050600,14.0,121.7,975
5104,IRIS,,1951050606,14.3,120.6,984
5104,IRIS,,1951050612,14.7,119.3,988
5104,IRIS,,1951050618,15.3,118.4,988
5104,IRIS,,1951050700,16.2,117.8,988
5104,IRIS,,1951050706,17.2,118.0,986
5104,IRIS,,1951050712,18.3,118.3,981
5104,IRIS,,1951050718,19.1,118.7,978
5104,IRIS,,1951050800,19.9,119.3,975
5104,IRIS,,1951050806,21.0,120.3,974
5104,IRIS,,1951050812,22.1,121.9,972
5104,IRIS,,1951050818,23.2,123.6,970
5104,IRIS,,1951050900,24.0,125.3,970
5104,IRIS,,1951050906,25.0,128.1,976
5104,IRIS,,1951050912,26.1,130.7,983
5104,IRIS,,1951050918,26.7,133.3,990
5104,IRIS,,1951051000,27.0,136.0,993
5104,IRIS,,1951051006,27.7,139.9,995
5104,IRIS,,1951051012,27.7,142.4,995
5104,IRIS,,1951051018,27.5,144.5,995
5104,IRIS,,1951051100,27.4,145.8,995
5104,IRIS,,1951051106,28.2,143.7,995
5104,IRIS,,1951051112,28.0,143.0,1000
5104,IRIS,,1951051118,27.7,142.2,1000
5104,IRIS,,1951051200,28.0,141.9,1000
5104,IRIS,,1951051206,28.5,141.7,1004
5104,IRIS,,1951051212,29.0,141.8,1000
5104,IRIS,,1951051218,30.0,142.0,1000
5104,IRIS,,1951051300,31.1,143.0,1000
5104,IRIS,,1951051306,31.4,144.2,1002
5104,IRIS,,1951051312,31.1,146.0,1004
5104,IRIS,,1951051318,31.6,148.4,1006
5104,IRIS,,1951051400,32.0,150.0,1010
5104,IRIS,,1951051406,34.0,154.0,1010
5104,IRIS,,1951051412,34.8,157.0,1012
5104,IRIS,,1951051418,37.0,160.0,1012
5105,JOAN,,1951050600,6.5,157.0,1005
5105,JOAN,,1951050606,7.5,157.0,1003
5105,JOAN,,1951050612,8.2,157.2,1003
5105,JOAN,,1951050618,9.0,157.3,1003
5105,JOAN,,1951050700,10.0,157.6,1000
5105,JOAN,,1951050706,10.8,158.0,1000
5105,JOAN,,1951050712,11.7,158.7,998
5105,JOAN,,1951050718,12.4,159.4,995
5105,JOAN,,1951050800,13.4,160.4,990
5105,JOAN,,1951050806,13.7,160.7,980
5105,JOAN,,1951050812,13.9,160.9,980
5105,JOAN,,1951050818,14.1,161.1,985
5105,JOAN,,1951050900,14.2,161.3,985
5105,JOAN,,1951050906,13.7,161.1,985
5105,JOAN,,1951050912,13.6,160.5,985
5105,JOAN,,1951050918,13.6,159.8,988
5105,JOAN,,1951051000,13.8,158.9,990
5105,JOAN,,1951051006,14.2,157.8,993
5105,JOAN,,1951051012,14.8,156.8,995
5105,JOAN,,1951051018,15.5,155.9,1000
5105,JOAN,,1951051100,16.6,155.4,1005
5105,JOAN,,1951051106,17.6,155.0,1002
5105,JOAN,,1951051112,18.5,154.5,1004
5105,JOAN,,1951051118,19.4,153.8,1006
5105,JOAN,,1951051200,20.2,153.3,1008
5105,JOAN,,1951051206,21.0,152.8,1008
5105,JOAN,,1951051212,21.8,152.4,1008
5105,JOAN,,1951051218,22.6,152.3,1008
5105,JOAN,,1951051300,23.5,152.4,1008
5105,JOAN,,1951051306,24.2,153.0,1009
5105,JOAN,,1951051312,25.0,153.8,1010
5105,JOAN,,1951051318,25.9,155.0,1010
5105,JOAN,,1951051400,27.1,156.0,1008
5105,JOAN,,1951051406,28.1,157.1,1008
5105,JOAN,,1951051412,29.0,158.1,1008
5105,JOAN,,1951051418,31.0,160.0,1004
5105,JOAN,,1951051500,34.0,162.1,1006
5105,JOAN,,1951051506,35.8,164.7,1008
5105,JOAN,,1951051512,37.0,167.0,1008
5105,JOAN,,1951051518,38.0,170.1,1006
5105,JOAN,,1951051600,38.9,172.5,1004
5105,JOAN,,1951051606,39.8,174.8,1004
5105,JOAN,,1951051612,40.5,176.9,1004
5105,JOAN,,1951051618,41.0,178.9,990
5105,JOAN,,1951051700,41.6,180.8,990
5106,KATE,,1951062606,11.0,135.0,1006
5106,KATE,,1951062612,11.5,134.0,1006
5106,KATE,,1951062618,12.0,133.0,1005
5106,KATE,,1951062700,12.7,132.1,1004
5106,KATE,,1951062706,13.5,131.1,1003
5106,KATE,,1951062712,14.0,130.0,1002
5106,KATE,,1951062718,14.8,129.0,1001
5106,KATE,,1951062800,15.6,128.0,1000
5106,KATE,,1951062806,16.3,127.7,999
5106,KATE,,1951062812,17.0,127.4,998
5106,KATE,,1951062818,17.9,127.2,996
5106,KATE,,1951062900,18.5,127.1,995
5106,KATE,,1951062906,19.3,126.9,994
5106,KATE,,1951062912,21.2,126.9,992
5106,KATE,,1951062918,22.6,128.0,990
5106,KATE,,1951063000,23.7,128.9,990
5106,KATE,,1951063006,25.0,129.3,988
5106,KATE,,1951063012,26.7,129.8,986
5106,KATE,,1951063018,28.0,130.6,983
5106,KATE,,1951070100,29.7,131.0,980
5106,KATE,,1951070106,31.2,131.6,975
5106,KATE,,1951070112,32.5,132.5,976
5106,KATE,,1951070118,33.8,133.8,985
5106,KATE,,1951070200,34.8,135.0,993
5106,KATE,,1951070206,35.0,137.5,995
5106,KATE,,1951070212,34.6,138.6,1000
5106,KATE,,1951070218,36.0,146.0,996
5106,KATE,,1951070300,35.7,149.2,996
5106,KATE,,1951070306,36.2,153.7,996
5107,UNNAMED,,1951070118,25.0,122.6,1002
5107,UNNAMED,,1951070200,25.2,123.6,1000
5107,UNNAMED,,1951070206,25.5,124.7,998
5107,UNNAMED,,1951070212,26.0,125.7,998
5107,UNNAMED,,1951070218,26.4,126.6,997
5107,UNNAMED,,1951070300,27.0,127.5,997
5107,UNNAMED,,1951070306,27.6,129.0,995
5107,UNNAMED,,1951070312,28.5,130.2,992
5107,UNNAMED,,1951070318,29.0,131.0,992
5107,UNNAMED,,1951070400,29.5,131.7,993
5107,UNNAMED,,1951070406,30.0,132.3,995
5107,UNNAMED,,1951070412,30.5,133.0,997
5107,UNNAMED,,1951070418,32.0,134.5,997
5107,UNNAMED,,1951070500,32.8,136.3,998
5107,UNNAMED,,1951070506,33.5,139.2,998
5107,UNNAMED,,1951070512,34.5,141.5,1000
5107,UNNAMED,,1951070518,36.0,143.0,1000
5107,UNNAMED,,1951070600,37.5,145.0,1002
5107,UNNAMED,,1951070606,37.7,148.4,1002
5107,UNNAMED,,1951070612,37.7,152.0,1002
5107,UNNAMED,,1951070618,38.2,154.7,1004
5107,UNNAMED,,1951070700,39.1,157.0,1005
5107,UNNAMED,,1951070706,39.4,159.5,1007
5107,UNNAMED,,1951070712,39.1,161.7,1008
5107,UNNAMED,,1951070718,38.9,164.0,1010
5107,UNNAMED,,1951070800,38.9,166.3,1012
5107,UNNAMED,,1951070806,39.0,168.6,1010
5107,UNNAMED,,1951070812,39.7,170.7,1012
5107,UNNAMED,,1951070818,40.8,172.6,1010
5107,UNNAMED,,1951070900,42.0,174.0,1012
5107,UNNAMED,,1951070906,43.2,175.6,1010
5107,UNNAMED,,1951070912,44.0,177.3,1010
5107,UNNAMED,,1951070918,44.3,179.5,1010
5107,UNNAMED,,1951071000,44.0,181.7,1010
5108,UNNAMED,,1951072200,21.5,144.3,1008
5108,UNNAMED,,1951072206,22.6,142.8,1008
5108,UNNAMED,,1951072212,23.7,141.5,1008
5108,UNNAMED,,1951072218,24.7,140.3,1008
5108,UNNAMED,,1951072300,25.6,139.3,1008
5108,UNNAMED,,1951072306,26.4,138.6,1008
5108,UNNAMED,,1951072312,27.3,138.0,1008
5108,UNNAMED,,1951072318,28.3,137.5,1006
5108,UNNAMED,,1951072400,29.3,137.0,1006
5108,UNNAMED,,1951072406,30.0,136.6,1005
5108,UNNAMED,,1951072412,30.6,136.3,1005
5108,UNNAMED,,1951072418,31.0,136.3,1005
5108,UNNAMED,,1951072500,31.5,136.6,1005
5108,UNNAMED,,1951072506,31.8,137.0,1005
5108,UNNAMED,,1951072512,32.2,137.5,1006
5108,UNNAMED,,1951072518,32.6,138.0,1010
5108,UNNAMED,,1951072600,33.0,138.6,1011
5109,LOUISE,,1951072606,10.5,140.4,963
5109,LOUISE,,1951072612,10.7,139.1,960
5109,LOUISE,,1951072618,11.4,137.7,956
5109,LOUISE,,1951072700,12.1,136.6,951
5109,LOUISE,,1951072706,12.8,135.4,947
5109,LOUISE,,1951072712,13.6,134.1,943
5109,LOUISE,,1951072718,13.7,132.7,940
5109,LOUISE,,1951072800,13.9,131.2,937
5109,LOUISE,,1951072806,14.2,130.2,935
5109,LOUISE,,1951072812,14.8,129.2,931
5109,LOUISE,,1951072818,15.3,128.2,929
5109,LOUISE,,1951072900,15.8,127.1,924
5109,LOUISE,,1951072906,15.8,125.3,911
5109,LOUISE,,1951072912,16.2,124.0,904
5109,LOUISE,,1951072918,16.6,123.1,904
5109,LOUISE,,1951073000,17.3,122.4,916
5109,LOUISE,,1951073006,17.9,121.7,935
5109,LOUISE,,1951073012,18.4,121.0,956
5109,LOUISE,,1951073018,19.0,120.2,971
5109,LOUISE,,1951073100,19.3,119.3,979
5109,LOUISE,,1951073106,19.0,118.5,980
5109,LOUISE,,1951073112,19.5,117.5,982
5109,LOUISE,,1951073118,20.2,116.8,983
5109,LOUISE,,1951080100,20.8,115.7,984
5109,LOUISE,,1951080106,20.7,114.2,984
5109,LOUISE,,1951080112,21.3,112.9,985
5109,LOUISE,,1951080118,21.6,112.2,985
5109,LOUISE,,1951080200,21.7,111.6,990
5109,LOUISE,,1951080206,22.0,110.7,990
5109,LOUISE,,1951080212,22.2,109.8,995
5109,LOUISE,,1951080218,22.4,109.0,995
5109,LOUISE,,1951080300,22.6,107.6,995
5109,LOUISE,,1951080306,23.2,106.2,995
5109,LOUISE,,1951080312,23.5,105.0,995
5109,LOUISE,,1951080318,24.0,103.8,995
5109,LOUISE,,1951080400,24.6,102.8,995
5109,LOUISE,,1951080406,25.0,102.0,995
5109,LOUISE,,1951080412,25.7,103.0,996
5109,LOUISE,,1951080418,26.1,104.3,997
5109,LOUISE,,1951080500,26.5,105.5,998
5110,UNNAMED,,1951080900,10.0,136.0,1006
5110,UNNAMED,,1951080906,11.0,134.5,1004
5110,UNNAMED,,1951080912,12.6,133.5,1000
5110,UNNAMED,,1951080918,13.5,132.3,995
5110,UNNAMED,,1951081000,14.0,131.0,991
5110,UNNAMED,,1951081006,14.6,130.0,989
5110,UNNAMED,,1951081012,15.0,129.0,991
5110,UNNAMED,,1951081018,15.4,127.6,995
5110,UNNAMED,,1951081100,16.0,126.0,997
5110,UNNAMED,,1951081106,17.3,124.3,999
5110,UNNAMED,,1951081112,18.3,122.9,999
5110,UNNAMED,,1951081118,19.0,121.0,999
5110,UNNAMED,,1951081200,20.0,120.0,999
5110,UNNAMED,,1951081206,20.5,119.8,998
5110,UNNAMED,,1951081212,20.9,119.7,997
5110,UNNAMED,,1951081218,21.3,119.7,995
5110,UNNAMED,,1951081300,21.8,119.5,993
5110,UNNAMED,,1951081306,22.2,119.3,992
5110,UNNAMED,,1951081312,22.5,119.3,990
5110,UNNAMED,,1951081318,22.7,119.0,990
5110,UNNAMED,,1951081400,23.0,118.8,991
5110,UNNAMED,,1951081406,23.3,118.2,992
5110,UNNAMED,,1951081412,23.2,117.6,993
5110,UNNAMED,,1951081418,23.0,116.9,993
5110,UNNAMED,,1951081500,22.8,116.2,994
5110,UNNAMED,,1951081506,22.7,115.7,995
5110,UNNAMED,,1951081512,22.5,115.2,995
5110,UNNAMED,,1951081518,22.3,114.6,995
5110,UNNAMED,,1951081600,22.2,114.1,995
5110,UNNAMED,,1951081606,22.0,113.5,994
5110,UNNAMED,,1951081612,21.8,112.9,993
5110,UNNAMED,,1951081618,21.7,112.4,993
5110,UNNAMED,,1951081700,21.5,111.9,994
5110,UNNAMED,,1951081706,21.3,111.5,994
5110,UNNAMED,,1951081712,21.1,111.3,995
5110,UNNAMED,,1951081718,21.0,110.8,995
5110,UNNAMED,,1951081800,20.8,110.5,996
5110,UNNAMED,,1951081806,20.7,110.0,996
5110,UNNAMED,,1951081812,20.7,109.5,997
5110,UNNAMED,,1951081818,20.6,109.0,997
5110,UNNAMED,,1951081900,20.7,108.6,999
5110,UNNAMED,,1951081906,21.0,108.2,1000
5111,MARGE,,1951081012,10.8,147.4,987
5111,MARGE,,1951081018,11.8,146.5,985
5111,MARGE,,1951081100,12.5,145.5,982
5111,MARGE,,1951081106,13.0,145.0,981
5111,MARGE,,1951081112,13.2,144.3,981
5111,MARGE,,1951081118,13.4,143.5,982
5111,MARGE,,1951081200,13.5,142.7,982
5111,MARGE,,1951081206,13.5,142.1,983
5111,MARGE,,1951081212,13.4,141.5,979
5111,MARGE,,1951081218,13.4,140.8,972
5111,MARGE,,1951081300,13.4,140.2,970
5111,MARGE,,1951081306,13.6,139.4,967
5111,MARGE,,1951081312,14.3,138.9,957
5111,MARGE,,1951081318,15.3,138.8,942
5111,MARGE,,1951081400,16.1,138.7,928
5111,MARGE,,1951081406,17.1,138.3,920
5111,MARGE,,1951081412,18.1,137.8,916
5111,MARGE,,1951081418,18.9,137.0,914
5111,MARGE,,1951081500,19.8,136.0,910
5111,MARGE,,1951081506,20.7,134.5,887
5111,MARGE,,1951081512,21.0,133.5,886
5111,MARGE,,1951081518,21.2,132.7,900
5111,MARGE,,1951081600,21.2,132.0,916
5111,MARGE,,1951081606,20.7,131.3,925
5111,MARGE,,1951081612,21.8,131.2,920
5111,MARGE,,1951081618,22.7,131.1,919
5111,MARGE,,1951081700,23.5,130.7,923
5111,MARGE,,1951081706,24.2,130.2,930
5111,MARGE,,1951081712,24.9,129.5,933
5111,MARGE,,1951081718,25.8,128.8,935
5111,MARGE,,1951081800,26.7,128.7,935
5111,MARGE,,1951081806,27.4,128.5,935
5111,MARGE,,1951081812,27.8,128.3,934
5111,MARGE,,1951081818,28.0,128.2,934
5111,MARGE,,1951081900,28.1,128.1,935
5111,MARGE,,1951081906,28.7,127.6,937
5111,MARGE,,1951081912,29.2,127.2,941
5111,MARGE,,1951081918,29.6,126.5,950
5111,MARGE,,1951082000,30.0,125.9,950
5111,MARGE,,1951082006,30.6,125.0,944
5111,MARGE,,1951082012,30.7,124.9,941
5111,MARGE,,1951082018,30.8,124.9,941
5111,MARGE,,1951082100,30.9,124.8,943
5111,MARGE,,1951082106,31.2,124.2,947
5111,MARGE,,1951082112,31.5,123.6,954
5111,MARGE,,1951082118,32.0,123.5,960
5111,MARGE,,1951082200,32.5,123.7,966
5111,MARGE,,1951082206,33.2,124.0,973
5111,MARGE,,1951082212,33.7,124.4,978
5111,MARGE,,1951082218,34.3,125.0,983
5111,MARGE,,1951082300,35.3,126.3,985
5111,MARGE,,1951082306,37.8,127.0,985
5111,MARGE,,1951082312,40.0,127.5,985
5111,MARGE,,1951082318,41.5,129.0,985
5111,MARGE,,1951082400,43.0,130.1,985
5111,MARGE,,1951082406,45.0,131.0,987
5111,MARGE,,1951082412,45.5,132.7,990
5112,NORA,,1951082700,11.5,144.3,1008
5112,NORA,,1951082706,11.7,143.9,1006
5112,NORA,,1951082712,11.8,143.5,1004
5112,NORA,,1951082718,12.0,143.0,1002
5112,NORA,,1951082800,12.5,141.7,1002
5112,NORA,,1951082806,13.0,140.0,1000
5112,NORA,,1951082812,13.8,138.8,1000
5112,NORA,,1951082818,14.5,137.4,1000
5112,NORA,,1951082900,15.0,136.0,1000
5112,NORA,,1951082906,15.5,134.7,1000
5112,NORA,,1951082912,16.0,133.6,998
5112,NORA,,1951082918,16.4,132.8,998
5112,NORA,,1951083000,16.7,132.0,995
5112,NORA,,1951083006,17.0,131.0,990
5112,NORA,,1951083012,17.6,129.2,990
5112,NORA,,1951083018,17.6,127.7,989
5112,NORA,,1951083100,17.4,125.9,980
5112,NORA,,1951083106,17.3,125.0,980
5112,NORA,,1951083112,17.6,124.0,970
5112,NORA,,1951083118,17.8,123.3,970
5112,NORA,,1951090100,18.0,122.5,970
5112,NORA,,1951090106,18.3,121.0,975
5112,NORA,,1951090112,18.5,119.6,980
5112,NORA,,1951090118,18.6,117.6,980
5112,NORA,,1951090200,18.6,115.9,980
5112,NORA,,1951090206,19.2,114.1,980
5112,NORA,,1951090212,19.6,112.4,980
5112,NORA,,1951090218,19.7,111.0,980
5112,NORA,,1951090300,20.0,108.0,980
5112,NORA,,1951090306,20.0,106.0,980
5112,NORA,,1951090312,20.0,105.5,985
5112,NORA,,1951090318,20.0,105.0,990
5112,NORA,,1951090400,21.0,102.5,992
5113,ORA,,1951091118,8.0,147.6,1006
5113,ORA,,1951091200,8.4,146.8,1006
5113,ORA,,1951091206,8.8,146.1,1004
5113,ORA,,1951091212,9.4,145.3,1004
5113,ORA,,1951091218,10.0,144.4,1004
5113,ORA,,1951091300,10.6,143.5,1004
5113,ORA,,1951091306,11.2,142.6,1004
5113,ORA,,1951091312,11.7,141.7,1004
5113,ORA,,1951091318,12.2,140.6,1004
5113,ORA,,1951091400,12.6,139.4,1004
5113,ORA,,1951091406,13.0,138.2,1002
5113,ORA,,1951091412,13.0,137.0,1002
5113,ORA,,1951091418,13.0,135.6,1000
5113,ORA,,1951091500,13.0,134.5,1000
5113,ORA,,1951091506,13.1,133.5,1000
5113,ORA,,1951091512,13.4,132.6,998
5113,ORA,,1951091518,13.7,131.8,998
5113,ORA,,1951091600,13.8,131.0,998
5113,ORA,,1951091606,14.1,130.1,985
5113,ORA,,1951091612,14.4,129.3,985
5113,ORA,,1951091618,14.8,128.5,985
5113,ORA,,1951091700,15.3,127.7,985
5113,ORA,,1951091706,15.5,126.7,985
5113,ORA,,1951091712,16.3,126.0,985
5113,ORA,,1951091718,16.7,125.3,980
5113,ORA,,1951091800,17.3,124.7,970
5113,ORA,,1951091806,18.2,124.0,980
5113,ORA,,1951091812,19.0,123.0,980
5113,ORA,,1951091818,19.3,121.5,980
5113,ORA,,1951091900,19.2,120.6,980
5113,ORA,,1951091906,19.0,119.9,980
5113,ORA,,1951091912,19.0,118.6,980
5113,ORA,,1951091918,19.2,117.6,980
5113,ORA,,1951092000,19.5,116.4,980
5113,ORA,,1951092006,19.5,115.6,980
5113,ORA,,1951092012,19.4,114.6,980
5113,ORA,,1951092018,19.4,113.4,980
5113,ORA,,1951092100,19.4,112.5,990
5113,ORA,,1951092106,19.4,111.6,990
5113,ORA,,1951092112,19.5,110.6,990
5113,ORA,,1951092118,19.5,109.5,996
5114,PAT,,1951092000,8.0,137.0,1008
5114,PAT,,1951092006,8.1,136.7,1006
5114,PAT,,1951092012,8.3,136.4,1006
5114,PAT,,1951092018,8.5,135.8,1006
5114,PAT,,1951092100,8.7,135.3,1006
5114,PAT,,1951092106,9.3,134.8,1006
5114,PAT,,1951092112,9.8,134.2,1006
5114,PAT,,1951092118,10.5,133.5,1006
5114,PAT,,1951092200,11.3,132.8,1006
5114,PAT,,1951092206,11.8,132.2,1006
5114,PAT,,1951092212,12.3,131.5,1006
5114,PAT,,1951092218,12.7,130.7,1006
5114,PAT,,1951092300,13.4,129.5,1004
5114,PAT,,1951092306,14.0,128.0,1002
5114,PAT,,1951092312,14.8,126.3,1002
5114,PAT,,1951092318,15.8,124.3,1000
5114,PAT,,1951092400,17.1,122.3,1000
5114,PAT,,1951092406,18.5,119.7,1000
5114,PAT,,1951092412,19.0,119.0,1000
5114,PAT,,1951092418,19.5,118.3,998
5114,PAT,,1951092500,20.0,117.5,995
5114,PAT,,1951092506,20.4,116.7,990
5114,PAT,,1951092512,21.0,117.1,990
5114,PAT,,1951092518,21.6,118.1,990
5114,PAT,,1951092600,22.2,119.4,980
5114,PAT,,1951092606,23.0,119.7,980
5114,PAT,,1951092612,23.5,120.0,980
5114,PAT,,1951092618,24.0,120.2,990
5114,PAT,,1951092700,24.5,120.5,995
5114,PAT,,1951092706,25.0,120.7,995
5114,PAT,,1951092712,26.0,121.0,998
5114,PAT,,1951092718,27.0,121.1,998
5114,PAT,,1951092800,28.0,121.2,998
5114,PAT,,1951092806,29.0,121.3,998
5114,PAT,,1951092812,30.0,121.4,998
5114,PAT,,1951092818,31.8,122.3,998
5114,PAT,,1951092900,33.3,124.0,998
5114,PAT,,1951092906,35.8,126.5,998
5114,PAT,,1951092912,38.0,129.4,1000
5114,PAT,,1951092918,39.5,131.7,1000
5114,PAT,,1951093000,41.0,134.0,1000
5114,PAT,,1951093006,43.0,136.8,1000
5114,PAT,,1951093012,44.5,139.0,1000
5114,PAT,,1951093018,46.0,141.0,1000
5114,PAT,,1951100100,47.3,143.0,1002
5114,PAT,,1951100106,48.6,145.0,1002
5114,PAT,,1951100112,48.8,146.0,1000
5114,PAT,,1951100118,49.1,147.0,998
5114,PAT,,1951100200,50.0,151.0,998
5114,PAT,,1951100206,51.0,155.0,996
5114,PAT,,1951100212,51.0,159.0,998
5114,PAT,,1951100218,50.0,164.0,1000
5114,PAT,,1951100300,51.4,169.0,1000
5114,PAT,,1951100306,52.0,174.0,996
5114,PAT,,1951100312,51.0,178.0,996
5115,RUTH,,1951100800,11.7,144.4,1002
5115,RUTH,,1951100806,12.7,143.6,1000
5115,RUTH,,1951100812,13.2,142.6,998
5115,RUTH,,1951100818,13.5,141.3,996
5115,RUTH,,1951100900,14.2,139.8,993
5115,RUTH,,1951100906,15.0,138.7,990
5115,RUTH,,1951100912,15.7,137.9,988
5115,RUTH,,1951100918,16.1,136.8,983
5115,RUTH,,1951101000,16.3,135.7,978
5115,RUTH,,1951101006,16.5,134.3,971
5115,RUTH,,1951101012,17.1,133.5,965
5115,RUTH,,1951101018,17.8,132.6,959
5115,RUTH,,1951101100,18.2,131.7,953
5115,RUTH,,1951101106,18.6,130.2,948
5115,RUTH,,1951101112,19.0,129.6,940
5115,RUTH,,1951101118,19.3,129.1,933
5115,RUTH,,1951101200,19.6,128.5,928
5115,RUTH,,1951101206,20.0,127.2,925
5115,RUTH,,1951101212,20.6,126.5,924
5115,RUTH,,1951101218,21.5,126.0,924
5115,RUTH,,1951101300,22.3,126.1,924
5115,RUTH,,1951101306,23.5,126.4,925
5115,RUTH,,1951101312,24.5,126.3,926
